Fertilizer,Yield
38150770.56,2.036818182
709907.52,0.489
4912994.88,0.448095238
16892165.76,1.798421053
22956489.6,2.484444444
132598.08,0.384
71205741.12,3.601818182
50658617.28,6.952727273
5315795.52,7.881666667
29588825.28,0.436818182
16119749.76,0.582631579
1787141.76,0.4625
3822457.92,15.30888889
1964940.48,18.40631579
345441.6,1.066666667
376767.36,0.5
747670.08,9.332
6405760.32,1.146153846
749243.52,1.703636364
841790.4,0.646
400951991,2.913636364
226595385.6,3.236818182
1828051.2,0.5
6585704.64,0.2495
4905699.84,0.252105263
4332824.64,0.65
33185.28,0.763333333
20329989.12,1.362727273
28053863.04,81.6452381
59867818.56,1.032727273
129165.12,8.952142857
2398065.6,9.871428571
33291272.64,4.74097561
9871905.6,0.460526316
38529254.4,0.62
1957788.48,1.026666667
9450938.88,0.989259259
767838.72,0.706296296
6519763.2,13.89074074
485334.72,1.680384615
175224,0.433333333
2737070.4,7716.895185
191673.6,0.5688
2433110.4,0.62962963
2175638.4,6.942592593
245885.76,0.509259259
8598277.44,10.38925926
1056207.36,0.47125
2486321.28,0.595555556
3107687.04,0.5236
755966.4,4.663913043
805887.36,0.43962963
1071798.72,0.509565217
995987.52,2.381481481
2995686.72,0.632222222
11202463.68,6.5
32382110.4,0.521111111
50156832.96,1.117777778
51532448.64,1.951153846
253640101.4,1.607407407
1744658.88,0.499259259
778137.6,0.494230769
4097952.96,37.27
906587.52,3.421481481
435556.8,4.509615385
70518.72,0.649166667
2068215.36,0.792962963
5681977.92,0.600740741
7159581.12,1.045769231
26393025.6,6.214285714
85340810.88,0.546153846
37786876.8,0.633333333
50636.16,0.94
155055.36,0.955
8725583.04,20.47448276
2496191.04,4.133571429
2837627.52,0.067777778
8911821.12,0.605
2808590.4,0.96826087
59873826.24,6801.366552
1060641.6,0.549545455
58506792.96,1.9425
15617822.4,1.025714286
844365.12,1.681111111
1033464,3.233076923
804600,2.644285714
3643944,31.86789474
103874074.6,0.527391304
99325545.6,0.56962963
22297933.44,0.898928571
13510128,0.4976
17474338.56,0.416428571
34679332.8,1.2655
162286747.2,0.9535
698321.28,2.2125
1938048.96,0.4
133442159,2.895555556
15381520.32,2.845
3986238.72,3.073928571
163923.84,1.636
38103853.44,0.141304348
1186230.72,0.267857143
3624204.48,0.3416
16853258.88,5.7176
1918881.6,6.771363636
539976,5.57952381
4347843.84,0.290714286
18925622.4,0.77
9687813.12,2.449411765
866822.4,15.515
272777.28,15.96333333
114137909.8,1.284285714
4893398.4,1.6925
1283068.8,1.926
654121.92,0.3875
161618464.3,2.513448276
5862065.28,2.514166667
49080170.88,2.786923077
10495703.04,0.772857143
38048.64,0.243333333
8043711.36,0.50962963
19193536.32,0.746363636
40208544,85.54
63188349.12,0.4992
73960405.44,0.567727273
6036431.04,0.857619048
370759.68,10.14066667
124730.88,9.78875
15468202.56,0.584375
2025303.36,4.191052632
14464347.84,0.274782609
1507641.6,0.43
38420544,1.012857143
13945255.68,1.047142857
7829866.56,7.93
21986821.44,0.182857143
5948747.52,0.061111111
7582121.28,0.518571429
112682477.8,6765.202857
164782.08,1.3
45772.8,17
1061499.84,3.17
247888.32,0.74
329850.24,0.6525
53067.84,0.91
86968.32,0.856
11354658.24,2.295384615
7117956.48,2.446428571
15036650.88,2.260714286
82391.04,0.465714286
485191.68,73.525
55213.44,11.5
12478952.64,31.64142857
5578.56,1.62
397937.28,2.169285714
1806881.28,1.244285714
113573.76,0.796666667
932906.88,10.37428571
126447.36,0.514285714
4148.16,0.686666667
1016442.24,0.823333333
268200,0.97
1327840.32,6.414285714
75811.2,0.616666667
565151.04,6.31
12873.6,0.48
2448415.68,1.545714286
597335.04,4.563333333
316833.6,1.028571429
2530377.6,7.417142857
1029458.88,0.651428571
4658812.8,1.53
1824046.08,2.154285714
8971897.92,1.802857143
232153.92,0.658333333
349303.68,1.011428571
150907.2,1.061428571
13159.68,2.316
700180.8,3.648571429
598908.48,6.267142857
94978.56,0.7275
280215.36,4.862857143
59504.64,1.245
802740.48,1.708333333
3931168.32,0.606923077
8106362.88,2.5968
16564604.16,44.54483871
446570.88,0.155
579455.04,0.094
14184990.72,338.5489655
790009.92,0.322222222
55703924.16,13834.07258
2022442.56,0.357826087
16380368.64,1.797586207
9356532.48,0.651290323
50207.04,5.76
116863.68,20
980110.08,0.534761905
70067285.76,2.373666667
6400896.96,0.459230769
37029623.04,1.152142857
41000842.56,5.226296296
19825057.92,0.336333333
4327675.2,10.1544
624655.68,19.39
12884900.16,2.228928571
36761.28,0.282222222
276296493.1,3.562580645
9110646.72,0.467777778
4793556.48,1.742
44170752,111.4553333
3683995.2,1.768571429
94120.32,13.52565217
17780015.04,35.91833333
769412.16,1.593333333
4273320,5.326296296
37715499.84,0.666666667
1629797.76,1.623888889
89972.16,0.813333333
10728,0.35
395934.72,1.641666667
35044.8,2.87
8582.4,0.62
4113401.28,12255.46667
397651.2,2.32875
9047136.96,1.427777778
1592178.24,1.812222222
3102823.68,1.025833333
345155.52,1.042
1982534.4,1.424166667
7427208.96,1.550555556
271346.88,0.489
161063.04,0.4
83569403.52,14.03470588
3968358.72,0.619375
652977.6,0.218
5270022.72,2.369090909
2568283.2,3.217272727
5146007.04,2.743529412
7110804.48,0.617058824
1131160.32,8.777
154340.16,0.681428571
224572.8,0.628181818
1740510.72,0.75
715200,0.548571429
26462.4,0.355
139607.04,0.675
1260897.6,0.695333333
55210722.24,13.99944444
1678145.28,0.8275
139034.88,0.83
59002283.52,0.677777778
41831189.76,2.04
222664932.5,2.646666667
584545833.6,2.393888889
50064,0.83
138462.72,5.3875
163494.72,0.658333333
28680378.24,0.773529412
178084.8,0.541
152766.72,0.755
214560,1.27
76812.48,0.5775
2511353.28,98.52
1448566.08,1.159375
1817609.28,0.676666667
2176496.64,2.138888889
7187187.84,0.629444444
967665.6,0.7125
43911134.4,2.172777778
9505.02,1.26
4518.78,1.69
4830.42,2
44408.7,26.09666667
1869.84,0.67
26645.22,0.903333333
333143.16,11782.4725
934.92,0.5
1558.2,0.89
155.82,1
155.82,1
623.28,1
3895.5,1.88
58276.68,1.575
6076.98,1.525
934.92,1.5
623.28,0.5
165169.2,0.346666667
311.64,1
155.82,1
467.46,0.67
1869.84,1.775
779.1,2.2
2648.94,3
724563,2.893333333
1741755.96,2.903333333
794370.36,1.965
779.1,0.6
2804.76,0.72
34903.68,0.62
155.82,1
278138.7,97.28
155.82,1
155.82,0
37708.44,18.97
467.46,17.5
467.46,0
467.46,1.67
4830.42,0.32
14491.26,0.52
136186.68,0.626666667
60146.52,0.855
68310241.44,0.525909091
3879138.9,0.52
5206102.02,1.3
1860179.16,1.296363636
9073242.78,30.9435
21701674.68,0.315
22996227.24,0.532352941
16289578.62,10004.87412
5838263.76,0.695625
228591835.5,2.209090909
24381934.5,3.287142857
7801284.12,3.595
82584.6,2.556666667
361034.94,5.49625
100799023.1,1.386818182
157529968.7,0.965454545
45220210.56,2.155
3141642.84,0.6
6124193.46,0.508571429
28822960.32,1.144
31141873.56,2.016
104866.86,0.155
78163051.68,3.095
43786666.56,6.097272727
3590871.9,8.421666667
31986885.42,0.167727273
15791110.44,0.475
1194048.66,0.376666667
3576692.28,15.85611111
2120398.56,25.09052632
415416.12,0.59
438477.48,0.438
785332.8,10.294
6062332.92,1.08
985094.04,1.824545455
671428.38,0.3125
321436403.4,2.790909091
214699080.1,3.098636364
2224018.86,0.4325
7352210.88,0.200952381
6744824.52,0.2655
3789854.04,0.461818182
173583.48,0.745
24354042.72,0.703636364
24593693.88,83.372
54618493.86,0.929090909
138056.52,7.28625
1750481.88,9.916666667
40261706.52,4.295121951
12923710.8,0.2605
53941455.96,0.640952381
1538255.04,0.95
10743321.54,0.981851852
964681.62,0.707037037
7008783.6,13.76888889
462317.94,1.577777778
180283.74,0.427916667
3173741.76,8446.091481
256479.72,0.51625
2666236.02,0.65962963
2444815.8,6.941481481
268789.5,0.505925926
10170371.4,10.61148148
1091207.46,0.481666667
3035529.42,0.617407407
3619231.14,0.498148148
779100,4.705217391
1171610.58,0.447037037
1191243.9,0.51
1057238.7,2.375185185
3430065.66,0.623703704
12875250.78,7.163703704
38752434,0.512962963
53108130.6,1.070740741
61461952.44,1.903703704
274605325.7,1.780740741
1813900.62,0.493333333
975433.2,0.750384615
4232850.3,38.25
1060510.92,3.410740741
499403.1,4.463076923
92089.62,0.631923077
2163249.06,0.744074074
6755264.46,0.565925926
9359639.94,1.097037037
30509867.64,6.21047619
94162805.1,0.526923077
47404962.78,0.446666667
19321.68,0.945
117488.28,0.935
9969519.42,21.92
3070588.92,3.701538462
2988315.96,0.085
9865587.48,0.764545455
2778114.78,0.645909091
66980785.2,7084.002414
1025295.6,0.498095238
71178887.64,1.6005
990080.28,2.896071429
1029191.1,4.545416667
732042.36,1.794615385
6986501.34,31.71
17860400.04,0.4852
17577119.28,0.455714286
94900924.44,0.577692308
32489716.56,0.949642857
17860400.04,0.4852
17577119.28,0.455714286
38376907.8,0.9875
174073845.5,0.8765
930712.86,1.498461538
1940893.92,0.333333333
172716185.9,2.418148148
16158845.64,2.43962963
4416094.62,2.839642857
202566,1.324
57707157.9,0.199565217
1395835.56,0.28
4110531.6,0.33375
27161140.02,4.2968
2152653.3,7.0895
588532.14,7.65
5256587.7,0.293448276
17789813.58,0.6076
4410485.1,6.492666667
917779.8,15.23416667
453903.66,15.96166667
113565979,1.337142857
4294710.84,1.834285714
1244066.88,1.778
797175.12,0.29
171748076.2,2.397931034
5881737.54,2.416666667
53993188.2,2.806923077
10583917.68,0.694
43941.24,0.163333333
11885949.6,0.437307692
4157589.24,0.4905
28622264.16,0.413
52436702.22,94.28791667
60636885.54,0.36
58662334.5,0.54826087
4447570.26,0.95952381
373500.54,6.936666667
137277.42,9.647777778
18412937.76,0.799411765
2784970.86,4.762941176
16999806.18,0.153181818
1416715.44,0.372307692
44163595.14,0.919285714
15455785.8,0.976428571
7989670.5,7.835714286
26721415.98,0.190714286
6481021.26,0.057777778
7630817.04,0.482857143
121324256.8,6728.865
158624.76,1.3
52355.52,17
842674.56,3.402142857
208798.8,0.87
396873.54,0.6675
35215.32,0.765
45655.26,0.405
12036939.18,2.303076923
7678653.78,2.385
16748312.7,2.286428571
94738.56,0.28
463097.04,50.8875
62172.18,11.49857143
11674813.5,34.51142857
4518.78,1.17
379889.16,2.276428571
2122424.22,1.248571429
121695.42,0.79
1059887.64,10.4
138679.8,0.505714286
4518.78,0.5
1073755.62,0.82
1452398.22,6.834285714
87415.02,0.59
612060.96,6.803333333
11998.14,0.47
2681506.38,1.574285714
51732.24,0.73
647276.28,4.506666667
133381.92,0.641428571
157689.84,1.202857143
2759883.84,7.318571429
1115671.2,0.595714286
5073499.2,1.542857143
1990912.14,2.171428571
9789391.5,1.802857143
247753.8,0.595
368046.84,0.964285714
11842.32,2.46
685296.36,3.611428571
656002.2,6.02
98945.7,0.7375
63107.1,1.25
850153.92,1.605
4138267.56,0.709615385
8480815.14,1.649615385
17713773.42,43.52
434737.8,0.153846154
568743,0.058461538
15432880.26,0.496785714
762894.72,0.313703704
62400612.12,14134.65935
2489536.14,0.355416667
16220082.9,2.502333333
9111730.32,0.629032258
51420.6,4.256
134628.48,16.036
1158054.24,0.523
64355374.02,2.120322581
7359534.42,0.4292
37159330.32,1.287777778
38044855.38,4.798888889
21524663.16,0.410322581
4834159.68,9.8704
718486.02,19.2475
12829439.7,2.344642857
40824.84,0.167777778
287574068.5,3.539677419
9766330.14,0.413448276
5164030.62,0.932173913
45706524.78,100.2083333
2223239.76,1.448518519
121227.96,14.6992
18487575.54,35.70034483
1098686.82,1.407857143
5199090.12,5.103076923
40469882.04,0.392333333
9966.6,1.3
4817.19,2.34
830.55,2.2
44185.26,18.06666667
1827.21,0.55
28737.03,0.713333333
353980.41,11567.6575
830.55,1
166.11,1
498.33,1.33
332.22,1
4152.75,1.92
51826.32,1.99
13122.69,1.555
166.11,1
2491.65,0.77
245344.47,0.613333333
166.11,7
3820.53,0.615
332.22,1
166.11,1
2325.54,1.575
166.11,2
1328.88,2.5
728226.24,2.673333333
1813921.2,3.446666667
782378.1,2.7
830.55,0.8
2491.65,0.8
18438.21,0.655
293184.15,115.19
166.11,1
166.11,8
42524.16,15.8
498.33,19
664.44,1.5
3654.42,0.77
31394.79,1.09
152156.76,0.626666667
11452786.17,0.981851852
1185527.07,0.70962963
7911487.08,13.76444444
505140.51,1.612222222
162455.58,0.428
3226852.86,7185.195556
232221.78,0.528333333
3124196.88,0.636666667
2721878.46,6.940740741
299330.22,0.49
10343171.37,10.21074074
1183533.75,0.522083333
3284326.92,0.61
3969198.45,0.495384615
825566.7,4.909130435
1498644.42,0.451851852
1297485.21,0.5284
1147155.66,2.308518519
3721030.11,0.604814815
14123170.53,7.705185185
40500109.65,0.528888889
51159886.68,1.272592593
66242176.35,2.342222222
304094587,1.958888889
1974715.68,0.496666667
861446.46,0.505384615
4939446.96,36.27592593
1027556.46,3.412592593
694173.69,4.5232
81393.9,0.6084
2485503.93,0.753333333
8105503.56,0.577037037
7437076.92,1.196666667
72756.18,0.443333333
104645977.8,0.466363636
1349311.53,0.483333333
8527755.18,1.229444444
2655766.68,1.454545455
9779892.36,31.56263158
22939957.11,0.25
31182335.31,0.526875
17266303.95,11116.99833
3374192.43,0.671428571
296379608.1,1.980454545
25250547.21,2.949
7219140.6,3.1715
77075.04,1.968
410623.92,8.911111111
96935649.93,1.36
223680736,1.088095238
45750514.53,1.996818182
1035529.74,0.4775
5221003.41,0.44047619
18990359.64,1.261
23254237.23,1.940555556
187538.19,0.15
73010328.3,3.821818182
50483486.76,7.073636364
4193280.84,8.89
43372317.66,0.355
19425069.51,0.463
1662262.77,0.335
4254409.32,17.78625
2954598.57,18.2145
961943.01,0.64
428729.91,0.82
988852.83,10.99875
6159026.58,1.183333333
871080.84,1.465833333
1149813.42,2.31
485339035.2,2.666818182
303900902.8,3.325909091
2174379.9,0.705
13587798,0.178
7171799.25,0.290526316
4657724.4,0.909090909
209796.93,0.973333333
21214240.32,1.696923077
31848104.19,81.58380952
37434715.71,1.032272727
141193.5,12.70642857
2136008.49,6.1075
37629562.74,4.380465116
13673676.87,0.472857143
63375782.19,0.573809524
1675219.35,1.311818182
35093229.15,10.94818182
148091217.8,0.65037037
51158059.47,0.883125
26577.6,0.84
181059.9,0.9
10924556.37,23.71172414
3498442.71,0.580769231
3169544.91,0.068888889
10539347.28,0.712727273
3172701,0.865652174
73211487.51,9678.503667
722246.28,0.368
69493779.6,2.260909091
21448953.75,1.758
11652782.61,0.527692308
4506564.3,0.264285714
16570967.49,1.176206897
1097654.88,2.711785714
1242835.02,3.1132
703309.74,1.322857143
7718965.59,3.717894737
159328227,0.645
109423135.3,0.797407407
31064729.43,1.024482759
14659871.94,0.621538462
22018711.05,0.571724138
36243873.12,1.517727273
169555619.7,0.940526316
904635.06,2.315555556
1886677.38,0.335384615
189348622.9,3.354285714
19236036.33,2.8475
5105224.74,3.294137931
316771.77,1.21
64919276.31,0.284166667
1704786.93,0.262
3884482.35,0.300769231
23779310.94,6.8968
2396967.3,7.219047619
777394.8,10.59809524
2153616.15,0.363888889
13484809.8,0.755925926
667596.09,8.276842105
355475.4,7.131764706
244181.7,8.156875
5455550.73,8.056875
987357.84,12.75454545
238700.07,15.26142857
121815937.9,1.627
7624116.78,1.767142857
1441004.25,1.889285714
637530.18,0.323888889
187588687.4,2.654
8255667,2.668333333
59809898.82,2.935714286
9142362.18,0.777333333
56643.51,0.245
14405723.64,0.56
4002420.45,0.552857143
27918938.25,0.841111111
72556515.78,97.33137931
32217865.05,0.569583333
32088797.58,0.706521739
3674353.2,1.032173913
342186.6,8.400666667
146010.69,11.11777778
20828865.12,1.07
2352449.82,4.3825
19653802.98,0.362916667
1449641.97,0.464166667
42317353.05,1.166470588
16583342.68,0.827857143
9745863.065,8.239285714
28601077.27,0.180714286
7283549.752,0.47
127983291.6,6501.544286
1011266.052,3.533571429
11710469.29,2.236923077
8493641.169,2.48
15208299.05,2.202142857
86179.5291,0.258571429
472568.0001,41.51714286
12007111.85,34.24
397132.4658,2.415
2427033.21,1.202857143
129399.69,0.79
1128717.45,10.29285714
147671.79,0.52
1436851.5,1.476666667
4152.75,0.626666667
1132205.76,0.823333333
306971.28,1.03
1567746.18,7.162857143
92024.94,0.58
644672.91,6.72
13621.02,0.48
2869716.36,1.561428571
56311.29,0.7625
684705.42,4.5
145014.03,0.692857143
171923.85,1.274285714
2937655.35,7.374285714
1188018.72,0.592857143
5414521.56,1.53
2125709.67,2.077142857
10446990.12,1.828571429
263118.24,0.583333333
370591.41,0.914285714
179066.58,1.038571429
11295.48,2.35
686532.63,3.584285714
694339.8,6.087142857
104815.41,0.7475
320260.08,5.167142857
65281.23,1.2475
10051.2,1.28
1842.72,2.64
3350.4,2.55
44560.32,10.90333333
1842.72,0.45
26635.68,0.466666667
350954.4,9838.6475
1340.16,1
167.52,2
167.52,2
2680.32,1.88
47240.64,1.195
3517.92,1.47
167.52,2
167.52,1
502.56,0.25
219451.2,0.495
167.52,7
3350.4,1
167.52,1
3350.4,1
2010.24,2.75
1675.2,2.5
709782.24,3.046666667
1729476.48,2.856666667
337552.8,2.49
502.56,0.67
1005.12,0.67
18929.76,0.58
326496.48,147.66
41042.4,18.725
167.52,24
335.04,1.5
670.08,1.5
2512.8,0.8
37524.48,0.83
139376.64,0.563333333
11508456.48,0.878148148
954361.44,0.774074074
7967753.76,14.98222222
610945.44,1.597777778
171540.48,0.515833333
3469339.2,7299.402593
206049.6,0.595652174
3270995.52,0.655185185
2736941.76,7.513333333
305388.96,0.5328
10982611.2,9.125555556
1178838.24,0.536086957
3567673.44,0.693333333
3776570.88,0.526
816995.04,5.8716
1928490.24,0.524074074
1411020.96,0.604347826
1234957.44,3.02962963
3543215.52,0.645925926
16386136.32,7.035925926
41536416.48,0.538888889
46316934.72,1.268518519
65939054.88,2.489615385
314200679.5,1.797037037
1976903.52,0.594444444
668572.32,0.523913043
4758238.08,37.69074074
1098596.16,4.177777778
649140,8.222307692
57124.32,0.631304348
2587681.44,0.864444444
8990630.88,0.565555556
6733298.88,1.169615385
94146.24,0.296666667
80184620.64,0.435454545
475924.32,0.455294118
5430160.8,1.221764706
1800504.96,1.235
10403494.56,35.52157895
23100672.96,0.351538462
42429465.6,0.402777778
17416551.84,12604.71833
2147773.92,0.6025
345593592.5,1.548181818
790359.36,0.225
2607783.84,0.801764706
33673697.76,2.798
7915487.52,3.100909091
71866.08,2.136
396854.88,8.742222222
94607590.08,1.1105
177010678.1,1.129047619
41943992.64,2.021363636
984682.56,0.375
4185152.16,0.345
17298617.76,1.584736842
29037079.2,2.3115
124634.88,0.2
88939550.88,3.427727273
55751493.6,6.432272727
4315315.2,5.77625
25477781.76,0.537727273
22008107.52,0.6295
1152537.6,0.28
6635969.76,13.41823529
2911162.56,24.52894737
980997.12,0.625
579451.68,0.487142857
1014668.64,10.52428571
6207788.64,0.993846154
901090.08,1.690909091
1108479.84,2.444285714
481443936.5,2.909090909
204692520.5,3.031818182
1688601.6,0.73125
5557978.56,0.270526316
6586048.8,0.312105263
4548168,0.723636364
308404.32,0.745
21859349.76,1.570769231
34180445.76,86.0155
26390263.2,0.978181818
164169.6,12.91733333
2143083.36,9.755
35760829.44,4.583953488
10481893.92,0.598095238
79930325.28,0.5575
1382877.6,1.306666667
8244664.32,18.69818182
1167111.84,5.8575
36212463.36,8.221904762
128558030.9,0.52
47190551.52,0.802352941
226152,0.98
534891.36,1.013333333
11601765.12,25.06172414
3635351.52,0.296923077
3243689.76,0.093333333
10581400.8,0.864090909
2727560.64,0.857916667
74337502.56,9984.488333
509595.84,0.406
83469185.28,2.251818182
11973659.52,1.402857143
11406269.28,0.55
3399650.88,0.353571429
14778279.36,0.973448276
1095078.24,2.375714286
948498.24,3.4856
854352,1.326666667
4923077.76,3.161666667
134462608.3,0.4464
85409736.96,0.694444444
28109185.92,0.968928571
10992662.4,0.581538462
19041160.8,0.464285714
31522238.4,1.361428571
156603726.7,0.805882353
1761807.84,1.832307692
1427605.44,0.29
202117570.6,2.855357143
18655362.24,3.0375
5275874.88,3.159655172
138204,1.202857143
47497950.72,0.259166667
1461276.96,0.337647059
3106993.44,0.268846154
22873180.8,5.5184
2294186.4,8.495454545
598381.44,6.214285714
1669839.36,0.808888889
11288000.16,0.879230769
601229.28,8.606666667
221293.92,7.387647059
225314.4,8.729333333
5171007.36,8.90875
1132937.76,12.50666667
123462.24,14.4325
106956997,1.47
5670552,1.75125
1274492.16,1.932142857
705091.68,0.295
187240454.4,2.702666667
7235523.84,2.378181818
42754956.96,2.931428571
9261845.76,0.586875
7035.84,0.225
10165113.6,0.453214286
3882108.48,0.4965
31991796.96,0.8975
72268965.6,89.37346154
31958460.48,0.50625
28815282.72,0.581818182
3096104.64,1.035
307566.72,14.10642857
144067.2,10.35222222
19190756.16,0.943076923
4275948,4.57875
14074025.28,0.374782609
1383715.2,0.51125
37771069.44,0.981333333
17513941.27,0.92
9895305.888,8.229285714
14295382.86,0.369285714
1425595.2,0.03875
9054826.219,0.381428571
137511629.8,6884.550714
1157159.477,3.563571429
64662.72,11.5
11413946.72,2.301538462
7922022.475,2.7
15534950.45,2.426428571
32927.7312,0.25375
436290.7632,38.00357143
12479878.16,34.15642857
7203.36,1.6
497609.784,2.467142857
2587848.96,1.228571429
132005.76,0.96
1159070.88,10.37
152610.72,0.537142857
1456921.44,1.493333333
5025.6,0.66
1151029.92,0.903333333
317115.36,1.041428571
1584906.72,7.397142857
93978.72,0.59
651485.28,6.87
14239.2,0.48
2898598.56,1.58
59637.12,0.7875
691020,4.54
149092.8,0.71
176398.56,1.315714286
2967951.84,7.448571429
1204971.36,0.6
5461989.6,1.511428571
2150286.72,2.07
10626463.68,1.91
266691.84,0.598333333
383620.8,0.938571429
183936.96,1.082857143
12396.48,2.444
697553.28,3.63
704086.56,6.122857143
107380.32,0.7575
335040,5.21
66170.4,1.34
1090387.68,2.054583333
6025359.36,0.867037037
5165814.24,2.1
2651339.04,2.827272727
17272484.64,43.34580645
631047.84,0.174285714
723853.92,0.073636364
16254968.16,0.285172414
1038959.04,0.767407407
70257888,13248.16226
1809886.08,0.454583333
17930670.72,3.036923077
4819382.88,2.83
9455163.84,0.532258065
74043.84,4.335
106375.2,11.01444444
1439331.84,0.590625
41725714.08,2.228
22872008.16,3.583793103
11553519.36,0.5356
22486377.12,1.18173913
10631656.8,1.6525
502.56,0
29531598.24,5.832307692
17479371.84,6.611481481
27484838.88,0.600344828
5848625.76,11.16703704
782820.96,19.59125
11531239.2,2.607083333
2340254.4,2.879090909
57626.88,0.226666667
318919885.4,4.226451613
7232676,0.577931034
5050728,1.311304348
58020552,113.736
2279947.2,1.779230769
65332.8,20.57238095
17648232,37.77344828
480447.36,2.648333333
11265049.92,5.563793103
51640217.76,0.663333333
87614.8,1.453333333
72384000,0.5885
9048000,1.483636364
1055600,1.4
18364725.6,0.278181818
31366400,0.764
15053610,14794.63
167237.2,0.575
1135222.4,0.723333333
362221600,2.440454545
754000,0.4
2714400,1.0425
24128000,2.63
6635200,3.632142857
105861.6,6.5525
150.8,8
102694800,1.322
159697200,1.296
43128800,2.015238095
754000,0.556666667
4071600,0.566666667
15532400,1.567272727
27747200,1.562857143
63637.6,0.455
85202000,4.040952381
61375600,6.119545455
2262000,7.125
22770800,0.554736842
19151600,0.768666667
1247568.4,0.63
3770000,15.35285714
2111200,25.34375
993772,0.983333333
441693.2,0.6075
40263.6,16.335
140847.2,17.176
5428800,1.207142857
754000,1.2
531117.6,0.4525
375039600,2.969545455
172062800,3.243636364
41620.8,1.256666667
3770000,0.2
6182800,0.283846154
5428800,1.283333333
301600,0.5
198603.6,1.793333333
12214.8,1.816666667
29556800,81.79941176
2865200,0.763333333
18548400,0.758333333
19754.8,10.002
98020,9.615454545
1752145.2,18.414
2715304.8,8.578461538
8444.8,5.255
20207200,2.56
8595600,0.830666667
58359600,0.693333333
1206400,1.25
10152911.6,1.557037037
898466.4,0.81962963
7097100.4,15.99074074
532474.8,1.682962963
136021.6,0.5436
3051136.4,6245.638519
271741.6,0.489583333
2861279.2,0.746666667
2521074.4,7.902962963
262693.6,0.590740741
9815873.6,8.367777778
975072.8,0.564
3573206,0.771481481
4361588.4,0.5748
675433.2,5.216923077
1515841.6,0.565185185
1156485.2,0.572608696
1070529.2,3.265185185
4667561.6,0.654814815
14391748.8,7.105555556
42147996.8,0.564814815
35917242.4,1.291481481
58682312,2.7724
280097428,1.968888889
1721080.4,0.629259259
667893.2,0.537307692
4353746.8,35.72222222
946571.6,4.54037037
582992.8,8.665555556
41922.4,0.58952381
2459397.2,0.928888889
7317871.6,0.546666667
5124787.2,1.2508
33377619.6,8.184
99489093.6,0.573333333
41411942,0.986190476
4047019.6,2.986
2908328.8,0.093333333
9561323.2,0.85
1728469.6,0.658095238
66510038.4,9923.938333
636225.2,0.401304348
67378948,2.051304348
7299474,1.118
272948,2.77375
9775610,0.36962963
1084553.6,0.332272727
1046099.6,0.366956522
7733627.2,1.012857143
818844,2.660769231
762595.6,2.784
639090.4,1.385625
2490160.4,31.67157895
146136057.6,0.596538462
61020616.8,0.604642857
2837754.4,1.695
24943224.8,0.887826087
9632651.6,0.419230769
20504728.4,0.368518519
23834543.2,1.152173913
165498928.4,0.87047619
1260838.8,1.6
1037805.6,0.207142857
175175915.2,2.741071429
19238611.6,3.155185185
4887880.4,3.439666667
107520.4,1.242
25526066.8,0.200833333
734094.4,0.211818182
1755161.2,0.2492
10215041.2,5.5388
1822719.6,7.056666667
534284.4,5.650952381
730324.4,0.46
9769578,0.861538462
4118951.2,7.302
1031924.4,16.72363636
109933.2,21.82333333
90960147.2,1.36952381
5525010.4,1.404375
790041.2,1.525
331910.8,0.271538462
158102791.6,2.418333333
6835160.8,2.394615385
27922429.6,2.747777778
7283036.8,0.573571429
38906.4,0.2375
6182950.8,0.3072
3305385.2,0.368421053
25561957.2,0.878888889
64149264.4,83.30689655
31817593.6,0.508846154
42059929.6,0.575714286
3042842.4,1.010952381
520260,14.994375
134513.6,10.38090909
16052056.8,0.662727273
2968950.4,4.742173913
15477508.8,0.3365
810700.8,0.609090909
33971319.2,0.846428571
15347670,0.895714286
178848.8,1.496
9200458.8,8.320714286
12773815.6,0.391428571
6273280,0.075555556
7854568.8,0.390714286
120362829.6,6706.261429
163618,0
10857.6,9.14
679354,3.365714286
118227.2,1.24
15834,0
22318.4,0.87
27144,0.535
15230.8,0
6032,0
147030,18.905
17040.4,0.55
9535385.6,2.41
7131935.2,2.482142857
13082050.8,2.355
39208,0.34375
39208,0.34375
9349.6,0.98
1055.6,1.43
262693.6,48.69090909
42525.6,13.72230769
10493568.8,35.29428571
1960.4,1.77
396302.4,2.421428571
39962,0
150.8,0
2422149.6,1.262857143
171308.8,1.003333333
1054393.6,10.55571429
143260,0.697142857
1364287.6,1.53
9048,0.926666667
1093300,1.126666667
306576.4,1.092857143
1445719.6,7.545714286
271440,0.976666667
962104,8.833333333
13270.4,0.52
2716662,2.2
668798,6.01
330252,1.868571429
2735361.2,7.585714286
1470300,0.862857143
4976400,2.232857143
2000663.6,2.13
9573387.2,2.118571429
331760,0.931666667
422994,1.041428571
239621.2,1.94
14326,2.72
669250.4,3.745714286
751436.4,6.795714286
116870,1.0175
332966.4,5.747142857
61224.8,1.356666667
68777.24,1.705
26416528.74,0.696923077
187548.02,0.736
6780915.7,1.621818182
331893.53,1.78
8759850.74,31.62769231
577.96,0.75
17340533.88,0.3225
6876568.08,0.737777778
186536.59,0.74
14314046.34,13712.57308
74701.33,0.62
1146383.66,0.668
97019110.91,2.623846154
744845.95,2.531666667
537502.8,0.45625
1214149.47,0.787777778
16316388.76,4.287272727
